,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,Wine Year
2399,2399,US,"Made in the style of a southern Rhône blend (half Viognier and one quarter each Marsanne and Roussanne), this is lightly lemony, with a bit more fat in the middle. None of the three grapes overpowers the others, but the flavors feel a bit generic. Though fermented in stainless steel, it's gold in color and shows some hints of toast.",Leverage,87,28.0,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Simple Machine 2013 Leverage White (Rogue Valley),Rhône-style White Blend,Simple Machine,2013
2402,2402,US,"Exceptionally light, this acid-driven wine is all flowers and green apple, with just the slightest reach out to honeycomb-like texture and weight. It'll do well at the table in its unfussy approach and crispness.",Estate,87,30.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Uptick Vineyards 2014 Estate Chardonnay (Russian River Valley),Chardonnay,Uptick Vineyards,2014
2423,2423,US,"Tart and dry, this has a broad flavor that does not express much varietal specificity, with some notes of caramel and butter. Not yet knit together, this could improve significantly with further bottle age.",Stoller Vineyards,85,28.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Chehalem 2011 Stoller Vineyards Pinot Blanc (Dundee Hills),Pinot Blanc,Chehalem,2011
2429,2429,US,"The Dion is a new entry in the long list of Erath single-vineyard wines. It doesn't show much in this difficult vintage. Short and intensely herbal, it has strong scents and flavors of tomato leaf, which override any hint of ripe fruit flavor.",Dion,85,50.0,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Erath 2010 Dion Pinot Noir (Chehalem Mountains),Pinot Noir,Erath,2010
2430,2430,US,"It's difficult to understand what this is trying to be. Pinot Gris can show some light blush color, but this wine is almost pink. The result is tannic and tart, with a rhubarb-like flavor.",Dion Vineyard Rosé,85,14.0,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Erath 2011 Dion Vineyard Rosé Pinot Gris (Chehalem Mountains),Pinot Gris,Erath,2011
2439,2439,US,"Soft and sexy, this small-production Pinot is made from Swan-clone grapes exclusively, which provides an intriguing spiciness to the wine. Amid the spice is a brambly taste of blackberry and blueberry, layered and juicy on the palate, the tannins well-ingrained through the finish.",Clonal Series Swan,90,55.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Domaine Carneros 2012 Clonal Series Swan Pinot Noir (Carneros),Pinot Noir,Domaine Carneros,2012
2440,2440,US,"This very approachable and likable wine puts the typical dried-grass aromas atop stone fruit scents. The palate is very herb-tinged, with parsley, thyme and rosemary finding a nice symbiosis with the riper nectarine and melon flesh.",Flume Crossing,90,14.0,California,Arroyo Seco,Central Coast,Matt Kettmann,@mattkettmann,J. Lohr 2013 Flume Crossing Sauvignon Blanc (Arroyo Seco),Sauvignon Blanc,J. Lohr,2013
2441,2441,US,"Supple and accessible, this Cabernet is bright in acidity and soft in tannins, yet amply structured. The palate is layered with flavors of cherry and cranberry, with a hit of nuanced oak on the finish.",Double Lariat,90,60.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Jamieson Ranch 2012 Double Lariat Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Jamieson Ranch,2012
2443,2443,US,"There's an earthy intensity to this reserve wine, generous in oak and cedar notes with complicated, concentrated mix of plum, cherry and berry. Nonetheless, the wine intrigues and delights.",Private Reserve,90,65.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Buena Vista 2012 Private Reserve Pinot Noir (Sonoma County),Pinot Noir,Buena Vista,2012
2446,2446,US,"This wine delivers on richness of flavor without being overwhelming or overdone. Refined in soft tannins and a core of expressive, juicy blue and black berry fruit, it is seductive and smoky on the finish, sourced mainly from vineyards in the Dry Creek Valley.",Sonoma Heritage Vines,90,15.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Rancho Zabaco 2012 Sonoma Heritage Vines Zinfandel (Sonoma County),Zinfandel,Rancho Zabaco,2012
2451,2451,US,"Serious and concentrated, this is a big and bold wine packed with ripe fruit flavors and firm tannins. It smells oaky and smoky, tastes rich with blackberry and dark chocolate and feels appropriately astringent, dry and full-bodied. Drinkable now, it will be best after 2017.",Left Tusque,90,45.0,California,Alexander Valley,Sonoma,Jim Gordon,@gordone_cellars,Sanglier Cellars 2012 Left Tusque Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Sanglier Cellars,2012
2452,2452,US,"Cola, dark red fruit, black pepper and oak greet the nose on this blend of 77% Grenache, 19% Syrah and 4% Mourvèdre. The palate is quite structured with firm tannins that could use some mellowing, with flavors of roasted pork, blackberry and prevalent cedar.",Caverio,90,40.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Sextant 2012 Caverio G-S-M (Paso Robles),G-S-M,Sextant,2012
2453,2453,US,"This wine is a blend of Upland Vineyard Cabernet Sauvignon (50%), Double Canyon Petit Verdot (38%) and McKinley Springs Malbec. It's aromatically reserved, revealing fresh and dried herbs, green pepper, vanilla, cocoa and dark cherry. The dark fruit flavors show a very pretty combination of richness and restraint.",The Geologist,90,50.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Thurston Wolfe 2010 The Geologist Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Thurston Wolfe,2010
2454,2454,US,"You'd swear this 100% varietal wine had some Viognier in it, but the orange-peel aromas and flavors are just a hallmark of Yakima Valley fruit. It also features abundant cranberry, mulberry, rose hip and savory notes. The supple feel with light meat accents is where this wine really shines, showing purity, texture and a lot of elegance. Those looking for big fruit, look elsewhere.",Copeland Vineyard,90,25.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Two Mountain 2012 Copeland Vineyard Syrah (Yakima Valley),Syrah,Two Mountain,2012
2455,2455,US,"Aged for 30 months in French and American oak (90% new), this wine brings pleasing notes of café au lait, pencil lead, cashew and woodspice. Rich coffee and chocolate flavors are backed by a silky feel, with the wood playing prominent role.",The Reserve,90,30.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,14 Hands 2011 The Reserve Merlot (Horse Heaven Hills),Merlot,14 Hands,2011
2457,2457,US,"This strikes a good balance between spicy oak, fruitiness and firm texture. It smells lightly spicy from oak barrels, and also fresh like red cherry and sweet plums. Rich and layered in feel, it finishes dry and full bodied. Not overblown, it has just the right mix of elements for the dinner table.",Goedeck-Liu Vineyard,90,33.0,California,Sierra Foothills,Sierra Foothills,Jim Gordon,@gordone_cellars,Andis 2011 Goedeck-Liu Vineyard Meritage (Sierra Foothills),Meritage,Andis,2011
2458,2458,US,"This energized white wine has a German accent. Aromas recall honey, honeysuckle, tart apple and pineapple, and the flavors are like orange zest—tart, crisp and slightly bitter in a good way. This blend of Kerner, Gewürztraminer, Riesling and Bacchus grapes should be brilliant with rich shellfish. It was barrel-fermented in 60% new oak, which one can't so much taste as feel subtly.",Markus Nimmo,90,22.0,California,California,California Other,Jim Gordon,@gordone_cellars,Borra 2012 Markus Nimmo White (California),White Blend,Borra,2012
2460,2460,US,"The color of decades-aged Chardonnay, medium-to-dark straw, this dessert wine is rich in toasted almonds and hazelnuts, with secondary flavors of baked apple and stone fruit. Mouthfillingly rich, it remains balanced and complex, lingering on the finish in baking spices.",Botrytised,90,45.0,California,Chalk Hill,Sonoma,Virginie Boone,@vboone,Chalk Hill 2011 Botrytised Semillon (Chalk Hill),Sémillon,Chalk Hill,2011
2474,2474,US,"Coming from one of the appellation's most consistent producers, this offers a tight, restrained nose of blackberry and licorice. It's also tight and bright on the palate, with refreshing flavors of black cherries and crushed rocks. An expert balance of tannins and acidity gives the mouth a clean wash.",Bailey Ranch Dry Farmed,90,38.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Lone Madrone 2011 Bailey Ranch Dry Farmed Zinfandel (Paso Robles),Zinfandel,Lone Madrone,2011
2475,2475,US,"Extra dark in color, this has equally attention-getting dark chocolate and espresso aromas, rich black currant and blackberry flavors, and a firm, generously tannic texture. Although tempting to drink now, this will improve in complexity and smoothness through 2017.",Reserve,90,39.0,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,McGrail 2011 Reserve Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,McGrail,2011
2478,2478,US,"A fairly dark and dense nose of boysenberry and smashed graphite entertain the nose on this blend of 50% Syrah, 45% Grenache and 5% Mourvèdre, which is named after San Jose-based winemaker Adam Comartin's daughter. The palate is very iron-driven and minerally, with more boysenberry fruit and some concentrated violets giving nuance.",Cuvee Cassidy,88,32.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Comartin 2013 Cuvee Cassidy G-S-M (Santa Ynez Valley),G-S-M,Comartin,2013
2479,2479,US,"From a 10-acre site called Scopus farmed by Ulises Valdez, this wine is rich and golden in color, given time to barrel-ferment and develop layers of fulsome complexity. Oaky, it has weight and depth, veering into ripe tropical notes and vanilla as it develops in the glass.",Lavan,88,38.0,California,Sonoma Mountain,Sonoma,Virginie Boone,@vboone,Covenant 2013 Lavan Chardonnay (Sonoma Mountain),Chardonnay,Covenant,2013
2480,2480,US,"Blackberries, violet and black-slate aromas mix with a bit of soy sauce on this blend of 62% Cabernet Sauvignon, 20% Mourvèdre and 18% Grenache, grown in what today is known as the San Miguel District of Paso Robles. Juicy flavors of black raspberry and licorice combine for an easy-quaffing palate.",Mojo Estate,88,42.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Domaine Degher 2010 Mojo Estate Red (Paso Robles),Red Blend,Domaine Degher,2010
2483,2483,US,"Syrah (51%) makes up most of this wine with the balance Merlot (35%), Cabernet Sauvignon (10%), Malbec (2%) and Petit Verdot. Vanilla, baking spice and plum aromas are followed by sweet blue-fruit flavors that go down easy.",Bombshell Red Vineyard Salute,88,18.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Airfield Estates 2013 Bombshell Red Vineyard Salute Red (Yakima Valley),Red Blend,Airfield Estates,2013
2484,2484,US,The aromas of lime leaf and peach are bright and appealing. It drinks medium sweet with a finish that lingers.,Harvest Select,88,9.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Chateau Ste. Michelle 2014 Harvest Select Riesling (Columbia Valley (WA)),Riesling,Chateau Ste. Michelle,2014
2485,2485,US,"This Cabernet Franc (70%) and Merlot blend brings aromas of green herbs, dark chocolate, flowers and a mixture of red and black fruit. It's soft in feel with polished fruit and barrel flavors that linger.",Limited Release Gold,88,12.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Crest 2013 Limited Release Gold Red (Columbia Valley (WA)),Red Blend,Columbia Crest,2013
2488,2488,US,"The aromas offer barrel spices, toast, black licorice and red fruit while the palate brings dark fruit flavors with a grainy feel. The oak (100% new French) juts out a bit and overrides the fruit.",Bon Mot,88,35.0,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,@wawinereport,Finn Hill 2012 Bon Mot Cabernet Franc (Wahluke Slope),Cabernet Franc,Finn Hill,2012
2489,2489,US,"The Nashville-based R.S. Lipman Company, formerly just a Tennessee distributor, comes west for this deal of a wine, with lime blossoms, pink grapefruit and Gala apple slices on the nose. The palate is clean, crisp and rounded with lime spritzer and green-apple flavors.",Unoaked,88,15.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Hidden Jewel 2014 Unoaked Chardonnay (Santa Barbara County),Chardonnay,Hidden Jewel,2014
2495,2495,US,"A blend of 58% Cabernet Sauvignon with 21% Merlot, 8% Petit Verdot, 5% Cabernet Franc, 5% Malbec and 3% Syrah, the Frog Prince offers juicy blackberry and cherry around dusty, softened tannins and oak. Approachable now, it finishes awash in dried herb.",Frog Prince,88,35.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Kuleto Estate 2012 Frog Prince Red (Napa Valley),Red Blend,Kuleto Estate,2012
2505,2505,US,"A tight nose of boysenberry and pepper shows on this wine from a boutique, artistically labeled SoCal wine project by Ian Sergy and Zach Jarosz. The palate is light and texturally intriguing, with flavors of squeezed berries and crushed oregano, showing bright energy on the sip.",Faction,88,40.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Archium 2013 Faction Syrah (Santa Ynez Valley),Syrah,Archium,2013
2506,2506,US,"Purple fruit aromas of blueberry, blackberry and boysenberry are given complexity with Indian spice, hot asphalt and beef char on the nose of this blend of 88% Syrah and 12% Grenache. The palate is full of crushed herbs, from oregano to thyme to marjoram, with just a tiny shred of cranberry fruit and lots of pine sap and even bell pepper.",Nefarious,88,44.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Asuncion Ridge 2012 Nefarious Red (Paso Robles),Rhône-style Red Blend,Asuncion Ridge,2012
2507,2507,US,"Sunflower-gold in color, this heady, hedonistic Chardonnay brims with aromas of toasted brioche, lemon and herb. Bright and completely balanced, it invites sip after sip until there simply is no more. Concentrated and complex it finishes dry, lingering in beautiful layers on the tongue.",Ellen Lane Estate,95,75.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Paul Hobbs 2012 Ellen Lane Estate Chardonnay (Russian River Valley),Chardonnay,Paul Hobbs,2012
2513,2513,US,"Sourced from the best barrels made at the winery in 2013, this off-dry reserve checks in with roughly 30 g/L residual sugar, and plenty of acidity to more than balance it out. It's sweet, tart and sappy, with concentrated, juicy flavors of Meyer lemon, grapefruit and tangerine. It feels full-bodied and roundly fruity, then continues to extend itself with concentrated details of mineral and acid. A wine of exceptional power and length.",Estates Reserve,95,32.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Trisaetum 2013 Estates Reserve Riesling (Willamette Valley),Riesling,Trisaetum,2013
